company,employment_type,schedule_type,min_salary,max_salary,currency,city,min_experience,max_experience,clean_key_skills,clean_title
честный агент,full time, flexible schedule,60000.0,280000.0,rub,not specified,1,3.0,"['входящие звонок', ' исходящие звонок', ' оформление заказ', ' грамотная речь', ' консультирование клиентов по телефон', ' пользователь пк', ' телефонные продажа', ' активные продажа', ' продажа', ' английский язык', ' лидогенерация', ' английский — c1 — продвинуть']",менеджер по удаленным продажам по привлечению клиентов/лидогенератор/data researcher
бюро кредитных историй скоринг бюро,full time,not specified,60000.0,240000.0,rub,москва,0,0.0,"['sql', ' python', ' анализ дать', ' аналитическое мышление', ' работа с большим объемом информация', ' работа с базами дать', ' базы дать', ' аналитика', ' sas']",data инженер junior
click,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['python', ' математическая статистика', ' sql', ' статистический анализ', ' pandas', ' reinforcement learning', ' multi-armed bandits']",senior data scientist лимасол/ереван
северсталь. it & digital,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' ms sql', ' английский язык', ' postgresql']",аналитик данных/middle data scientist computer vision
гбуз «научно-практический клинический центр диагностики и телемедицинских технологий дзм»,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['медицинское оборудование', ' написание научный статый', ' научная деятельность', ' научные исследование']",нженер / data scientist
тинькофф,full time,not specified,175000.0,300000.0,rub,рязань,3,6.0,"['sql', ' hadoop', ' работа с базами дать', ' etl', ' базы дать']",business data engineer
auxo (атос айти солюшенс энд сервисез),full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['английский язык', ' power bi', ' etl', ' data analysis', ' dax', ' aws', ' digital marketing', ' python', ' ltv', ' cpc', ' pbi', ' google analytics', ' яндекс.метрика', ' английский — b2 — средне-продвинутый']",data scientist digital marketing
тинькофф,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['sql', ' hadoop', ' etl', ' dwh', ' субд', ' databases']",business data engineer
тинькофф,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['sql', ' hadoop', ' etl', ' dwh', ' clickhouse', ' greenplum']",business data engineer
transparent hiring,full time,not specified,175000.0,300000.0,rub,мюнхен,3,6.0,"['английский язык', ' моделирование', ' architecture', ' анализ дать', ' английский — c1 — продвинуть']",enterprise data architect germany
ibs,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['hadoop', ' postgresql', ' kubernetes', ' teamcity', ' linux', ' docker', ' ansible', ' ci/cd', ' hive', ' devops', ' arenadata']",devops на проект data lake
яндекс,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' big data', ' pyspark', ' airflow']",data engineer беспилотные автомобить
lamoda tech,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['hadoop', ' hive', ' python', ' spark', ' big data', ' etl', ' sql']",data engineer
тинькофф,full time,not specified,175000.0,300000.0,rub,жевск,3,6.0,"['sql', ' hadoop', ' etl', ' dwh', ' субд']",business data engineer
тинькофф,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' hadoop', ' работа с базами дать', ' etl', ' базы дать', ' dwh', ' субд', ' databases']",business data engineer
"ннотех, группа компаний",full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' hadoop', ' spark', ' hive', ' scala']",разработчик hadoop big data стрим витрины пк
тинькофф,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['sql', ' hadoop', ' etl', ' greenplum']",business data engineer
аутомэйт-бизнес,full time,not specified,175000.0,300000.0,rub,нижний новгород,3,6.0,"['kafka', ' s3', ' big data', ' data warehouse', ' agile', ' scrum', ' greenplum', ' clickhouse', ' airflow', ' cubernetes']",dwh архитектор big data
latoken,full time,not specified,1500.0,4000.0,usd,not specified,3,6.0,"['python', ' dwh', ' postgressql', ' crm', ' erp']",data base architector
ц ай-теко,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['teradata', ' sas', ' greenplum', ' ddl', ' dml', ' pl/sql', ' dwh', ' olap', ' etl']",архитектор data/etl
контур,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['nlp', ' machine learning', ' python', ' data science']",senior data scientist
«росбанк»,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['cyberpeak', ' varonis datadvantage', ' нформационная безопасность', ' powershell']",менеджер процессов data security
цемрос,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['управление проект', ' базы дать', ' data analysis', ' предиктивная аналитик', ' машинное обучение']",it специалист/data science engineer
марс,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,['английский — b2 — средне-продвинуть'],ведущий аналитик качества данных / lead data quality analyst
тинькофф,full time,not specified,175000.0,300000.0,rub,омск,3,6.0,"['sql', ' hadoop', ' работа с базами дать', ' etl', ' базы дать', ' dwh', ' субд', ' databases']",business data engineer
энергосбыт плюс,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' linux', ' sql', ' ms visio', ' обучение и развитие', ' dfd']",системный аналитик big data
мтс,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['работа с базами данных', ' postgresql', ' clickhouse', ' olap online analytical processing', ' база данных: olap', ' dwh', ' bi', ' olap']",data-инженер стрим еспортс
tele2,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['agile project management', ' развитие продаж', ' presale', ' oss', ' bss', ' dwh', ' hadoop', ' etl', ' scrum']",менеджер по внедрению продуктов больших данных big data
яндекс,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['знание английского язык', ' dpo', ' data protection officer', ' персональные дать', ' английский — b1 — средний']",специалист по защите данных/data protection officer в яндекс go
